date,evi,ndvi,region
2000-02-18,0.3854537647600048,0.7389632822940034,Cauca
2000-03-05,0.44544410745377966,0.7726822642831966,Cauca
2000-03-21,0.4554939179883448,0.760733162703372,Cauca
2000-04-06,0.46852962258167385,0.7663790233312257,Cauca
2000-04-22,0.48279447900753175,0.7596259972609275,Cauca
2000-05-08,0.43123753402349785,0.7639773080557025,Cauca
2000-05-24,0.452073252142716,0.7837005177226516,Cauca
2000-06-09,0.4810563859843954,0.7555371425465992,Cauca
2000-06-25,0.4627418317306399,0.7633074700377608,Cauca
2000-07-11,0.44201695623218945,0.7584483645156577,Cauca
2000-07-27,0.48869568970623595,0.7430821883409959,Cauca
2000-08-12,0.4242726390274518,0.7087544829927205,Cauca
2000-08-28,0.4577071130672809,0.7114386574099205,Cauca
2000-09-13,0.41587234858853134,0.6877664035113167,Cauca
2000-09-29,0.4577570744947641,0.7203163968488197,Cauca
2000-10-15,0.4449211250819667,0.715999358545449,Cauca
2000-10-31,0.4479085580520002,0.7486572072965179,Cauca
2000-11-16,0.42860248047216415,0.7542563483944319,Cauca
2000-12-02,0.45535826391239853,0.7712058083037427,Cauca
2000-12-18,0.4816261243806439,0.7625823793125278,Cauca
2001-01-01,0.43761116171455805,0.7567469134428642,Cauca
2001-01-17,0.42750578676649625,0.7537175189470435,Cauca
2001-02-02,0.4465274986146055,0.7315086371563944,Cauca
2001-02-18,0.4521015879120933,0.7245442167181075,Cauca
2001-03-06,0.433351307130657,0.7582726042999891,Cauca
2001-03-22,0.49218527555715236,0.76079756193715,Cauca
2001-04-07,0.46360803367707043,0.7767669791584493,Cauca
2001-04-23,0.4511167482908981,0.7632307161886323,Cauca
2001-05-09,0.4454938857683343,0.7668919245409407,Cauca
2001-05-25,0.4504460693284932,0.7873741247027595,Cauca
2001-06-10,0.4693263453096928,0.7483769283601055,Cauca
2001-06-26,0.4085448826395631,0.7204429145761619,Cauca
2001-07-12,0.44663261616152367,0.7243502107235447,Cauca
2001-07-28,0.4184849051205895,0.7014170808652526,Cauca
2001-08-13,0.4067974270073948,0.6816489848538569,Cauca
2001-08-29,0.376021377637193,0.6928560871378658,Cauca
2001-09-14,0.40141259245967614,0.6963641846492868,Cauca
2001-09-30,0.40129840852022214,0.6769760133677976,Cauca
2001-10-16,0.4157774131305096,0.6944867485897691,Cauca
