mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_max_depth,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.0735696792602539,0.013821876658766072,0.008283329010009766,0.006889072572434848,0.05,3,100,"{'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 100}",0.5390328748280011,0.4604089591695403,0.6914106229642492,0.33173821526771674,0.304776279643187,0.46547339037453883,0.14155771808350323,1
0.13298521041870118,0.01818817534003271,0.004135751724243164,0.0008919909866770282,0.05,3,200,"{'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 200}",0.5297816802868529,0.4451719408790388,0.699729575728151,0.2830957674950173,0.304196311467242,0.4523950551712604,0.1535189529856814,3
0.2895378112792969,0.04323993129765501,0.0035778045654296874,0.0009194315376090348,0.05,3,400,"{'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 400}",0.5212033698409771,0.4259605566088138,0.6910136177107977,0.243812980082591,0.25028030963624825,0.42645416677588555,0.1693306760322189,5
0.2245363712310791,0.03809766254080817,0.003675985336303711,0.0010394361608789023,0.05,5,100,"{'learning_rate': 0.05, 'max_depth': 5, 'n_estimators': 100}",0.4823501277022908,0.4378335015879231,0.6767572318541671,0.30535550369926656,0.2036567704966714,0.42119062706806376,0.16128887986014145,7
0.4544536113739014,0.09730316384361624,0.0036356449127197266,0.0012286565909203529,0.05,5,200,"{'learning_rate': 0.05, 'max_depth': 5, 'n_estimators': 200}",0.4758202634561025,0.4373443972626092,0.678239960982201,0.2831261432874398,0.19420491219815283,0.4137471354373011,0.1671089405911112,9
0.8713559627532959,0.32553274037367896,0.007669401168823242,0.004440332394523411,0.05,5,400,"{'learning_rate': 0.05, 'max_depth': 5, 'n_estimators': 400}",0.4757082630296344,0.4361577086346091,0.6774614943436192,0.2709895674530953,0.16955152347712277,0.4059737113876162,0.17526880368565634,12
0.768885612487793,0.28939807288806574,0.008909988403320312,0.004730143347838179,0.05,7,100,"{'learning_rate': 0.05, 'max_depth': 7, 'n_estimators': 100}",0.45614360077725447,0.39573410328901637,0.6623490022690343,0.2823065869653594,0.13484940535184653,0.38627653973050224,0.1761886552986382,13
2.0302544116973875,0.8701197760442613,0.011735105514526367,0.005545538645077263,0.05,7,200,"{'learning_rate': 0.05, 'max_depth': 7, 'n_estimators': 200}",0.4529750127290427,0.3967143334703578,0.6621192480795585,0.27198481741445824,0.1275559628293147,0.3822698749045464,0.17920128430050303,17
2.6193159580230714,0.9942723763186246,0.0150634765625,0.0025147919375555325,0.05,7,400,"{'learning_rate': 0.05, 'max_depth': 7, 'n_estimators': 400}",0.4529750127290427,0.39670743448035906,0.6622538943161123,0.27104253628226926,0.12524177666090097,0.38164413089373683,0.18001761976709205,18
0.21879444122314454,0.025474252332336147,0.012171554565429687,0.0020102181554928944,0.1,3,100,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 100}",0.5323932743852027,0.4638420876688938,0.6916509384411662,0.28673231143621447,0.2937965144306116,0.4536830252724178,0.15255390834825963,2
0.4041604995727539,0.047644458003844245,0.014526462554931641,0.002930415306486528,0.1,3,200,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 200}",0.5257701526496539,0.4443393764441239,0.6885247479690504,0.25004671340560725,0.26289581414769025,0.43431536092322515,0.1651826066835148,4
0.7123882293701171,0.1253644240026157,0.0114288330078125,0.0026640793238754184,0.1,3,400,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 400}",0.5225697703549179,0.4338056178242655,0.6807597916113797,0.22599127920668538,0.24779516227306964,0.4221843242540636,0.170866529966265,6
0.5192875385284423,0.09143534216777421,0.011274147033691406,0.002744533381592519,0.1,5,100,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 100}",0.49874859123921644,0.4239750926488344,0.6782243091608022,0.28015392477401957,0.21636734202288888,0.41949385196915223,0.16365747098564712,8
0.9060573101043701,0.28889225674725916,0.010243844985961915,0.0012979317585932024,0.1,5,200,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 200}",0.4986578094592349,0.4264872562422384,0.6755485988049278,0.2716444585253044,0.18913150993222927,0.41229392659278696,0.1711998425170277,10
1.1489646911621094,0.4253421753125852,0.012056636810302734,0.001878571838169583,0.1,5,400,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 400}",0.4986578094592349,0.4264872562422384,0.675490820591647,0.2689271377390601,0.18499761804622228,0.4109121284156805,0.1727083536341353,11
1.1310203552246094,0.3471810071052172,0.011247920989990234,0.0010149092338696869,0.1,7,100,"{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 100}",0.46696645138534476,0.41598456294275554,0.6460587399682709,0.24927008359286418,0.14174605817877717,0.3840051792136025,0.17516869017307096,14
1.3014827728271485,0.4357784812539213,0.008545255661010743,0.00244416226419319,0.1,7,200,"{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 200}",0.46696645138534476,0.4159811850932533,0.6461351716205301,0.24892087610087865,0.1360647286270099,0.3828136825654034,0.17682324972403646,15
1.2008709907531738,0.29624433102723907,0.006650447845458984,0.0027893162774534092,0.1,7,400,"{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 400}",0.46696645138534476,0.4159811850932533,0.6461351716205301,0.24892087610087865,0.1360647286270099,0.3828136825654034,0.17682324972403646,15
