mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_leaf,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
4.773960208892822,2.2238035731833925,0.041569185256958005,0.005196366271506897,10,10,400,"{'max_depth': 10, 'min_samples_leaf': 10, 'n_estimators': 400}",0.2550285815559685,0.10008339581151937,0.26471406521331786,0.2530826005408571,0.1831810074113488,0.2112179301066023,0.06272290495432617,6
2.13261194229126,0.9977607771186594,0.020236825942993163,0.0028263246188874186,20,1,100,"{'max_depth': 20, 'min_samples_leaf': 1, 'n_estimators': 100}",0.2369203775631874,0.05478978508135923,0.2720385032059037,0.19689224662244864,0.17941704344216614,0.18801159118301303,0.07396400914252073,45
3.9929757118225098,1.906413030938606,0.031218814849853515,0.004548186322065842,20,1,200,"{'max_depth': 20, 'min_samples_leaf': 1, 'n_estimators': 200}",0.2351872626277275,0.084407427141443,0.27998836155640827,0.20187484579142034,0.19162736659795498,0.19861705274299082,0.06490297012775374,29
7.872112464904785,3.969707245285065,0.05304403305053711,0.00881091910213327,20,1,400,"{'max_depth': 20, 'min_samples_leaf': 1, 'n_estimators': 400}",0.23496150792461756,0.08779048146389368,0.27324537807393656,0.19882725923199307,0.19654028533032908,0.198272982404954,0.06192996123573514,32
1.6639430522918701,0.8186644789128203,0.015493535995483398,0.000802466441360416,20,2,100,"{'max_depth': 20, 'min_samples_leaf': 2, 'n_estimators': 100}",0.22644326126001657,0.06063343433583224,0.2645986026677487,0.1950664469704887,0.17373633608977168,0.18409561626477158,0.06891246336507409,48
3.2840434551239013,1.7014835734369307,0.02751917839050293,0.004745601874126759,20,2,200,"{'max_depth': 20, 'min_samples_leaf': 2, 'n_estimators': 200}",0.21921148884155583,0.08329964956485592,0.2735383899192724,0.19612825680150558,0.1873867636223041,0.19191290974989877,0.062037128996854624,40
7.029376792907715,3.722209888341248,0.05190820693969726,0.010379348737213323,20,2,400,"{'max_depth': 20, 'min_samples_leaf': 2, 'n_estimators': 400}",0.2201226802935896,0.08060079754788985,0.27188817914064056,0.18852698353252295,0.19263967443246532,0.19075566298942165,0.06258996369075828,43
1.5482796669006347,0.8709902506381791,0.015484809875488281,0.0027568041261177554,20,5,100,"{'max_depth': 20, 'min_samples_leaf': 5, 'n_estimators': 100}",0.2333633924185219,0.06610853586505261,0.2683640196875692,0.22110523907379498,0.1828600539306,0.19436024819510772,0.06970488386796808,34
2.8706100463867186,1.389307172733079,0.022831439971923828,0.002972160608747208,20,5,200,"{'max_depth': 20, 'min_samples_leaf': 5, 'n_estimators': 200}",0.23750780229946966,0.07906429777305879,0.2681206558772904,0.22828707646380197,0.1902417989002433,0.20064432626277284,0.06567497006549677,19
5.416426801681519,2.508923778016662,0.03466949462890625,0.008735759199886704,20,5,400,"{'max_depth': 20, 'min_samples_leaf': 5, 'n_estimators': 400}",0.242131915970207,0.08274784456676876,0.2614623862445843,0.22314279261644543,0.19111310342477383,0.20011960856455585,0.06311146562982142,22
