date,et_mm,region,et_mm_fuera_de_rango,es_duplicado
2021-10-01,4.043048897621284,Narino,False,False
2021-11-01,3.714982834724256,Narino,False,False
2021-12-01,3.4837304340966826,Narino,False,False
2022-01-01,3.696346968946511,Narino,False,False
2022-02-01,3.67754476870973,Narino,False,False
2022-03-01,3.7164919685924818,Narino,False,False
2022-04-01,3.785276158224357,Narino,False,False
2022-05-01,3.951803174879197,Narino,False,False
2022-06-01,3.7300755587347423,Narino,False,False
2022-07-01,3.1392310860314825,Narino,False,False
2022-08-01,4.337179817608393,Narino,False,False
2022-09-01,4.21128616871578,Narino,False,False
2022-10-01,4.131011836536465,Narino,False,False
2022-11-01,3.715489806210328,Narino,False,False
2022-12-01,3.5869982250149244,Narino,False,False
2023-01-01,3.5568234265919707,Narino,False,False
2023-02-01,3.857792142819376,Narino,False,False
2023-03-01,3.860700543108249,Narino,False,False
2023-04-01,4.056949207790864,Narino,False,False
2023-05-01,3.976750942903538,Narino,False,False
2023-06-01,4.299429685572576,Narino,False,False
2023-07-01,4.218710320092345,Narino,False,False
2023-08-01,4.193699301597101,Narino,False,False
2023-09-01,4.225626030963613,Narino,False,False
2023-10-01,4.048243816018755,Narino,False,False
2023-11-01,4.155246020196052,Narino,False,False
2023-12-01,3.86777927553518,Narino,False,False
2024-01-01,3.8667799186245553,Narino,False,False
2024-02-01,3.601613637156309,Narino,False,False
2024-03-01,4.035582733545796,Narino,False,False
2024-04-01,3.808120701371623,Narino,False,False
2024-05-01,3.97980282296248,Narino,False,False
2024-06-01,3.925061092101153,Narino,False,False
2024-07-01,4.049195288313671,Narino,False,False
2024-08-01,4.01445970107961,Narino,False,False
2024-09-01,3.470620466607717,Narino,False,False
2024-10-01,4.509021429555518,Narino,False,False
2024-11-01,3.7305791368710217,Narino,False,False
2024-12-01,3.238488474100055,Narino,False,False
2025-01-01,3.893573725721153,Narino,False,False
2025-02-01,3.6938098207070023,Narino,False,False
2025-03-01,3.575210401306648,Narino,False,False
2025-04-01,3.658385648213721,Narino,False,False
2025-05-01,4.104168840245139,Narino,False,False
2025-06-01,3.600184890162491,Narino,False,False
2025-07-01,3.953218635919428,Narino,False,False
2025-08-01,3.604911983664766,Narino,False,False
2025-09-01,3.491631809661707,Narino,False,False
2025-10-01,3.8425151796806114,Narino,False,False
2025-11-01,3.6075506588898856,Narino,False,False
2025-12-01,4.033719067736019,Narino,False,False
2026-01-01,3.2235109404618822,Narino,False,False
2026-02-01,3.143255571962368,Narino,False,False
2026-03-01,3.8404125940015112,Narino,False,False
2026-04-01,4.1517367162284815,Narino,False,False
2026-05-01,4.114852904429436,Narino,False,False
2026-06-01,3.60719905976175,Narino,False,False
2026-07-01,3.7134042811410377,Narino,False,False
