date,evi,ndvi,region,evi_fuera_de_rango,ndvi_fuera_de_rango,es_duplicado
2001-07-12,0.4466326161615236,0.7243502107235447,Cauca,False,False,False
2001-07-28,0.4184849051205895,0.7014170808652526,Cauca,False,False,False
2001-08-13,0.4067974270073948,0.6816489848538569,Cauca,False,False,False
2001-08-29,0.376021377637193,0.6928560871378658,Cauca,False,False,False
2001-09-14,0.4014125924596761,0.6963641846492868,Cauca,False,False,False
2001-09-30,0.4012984085202221,0.6769760133677976,Cauca,False,False,False
2001-10-16,0.4157774131305096,0.6944867485897691,Cauca,False,False,False
2001-11-01,0.4389420318796127,0.7406253367237405,Cauca,False,False,False
2001-11-17,0.4282714800413148,0.7663256948249278,Cauca,False,False,False
2001-12-03,0.4413808876681159,0.7554797785655183,Cauca,False,False,False
2001-12-19,0.4948901470521987,0.7675497854794056,Cauca,False,False,False
2002-01-01,0.5019836702593882,0.7918712021885383,Cauca,False,False,False
2002-01-17,0.4513930978993054,0.7702862124727711,Cauca,False,False,False
2002-02-02,0.4451842594144699,0.7652021643874157,Cauca,False,False,False
2002-02-18,0.4661757847727703,0.7007978108998597,Cauca,False,False,False
2002-03-06,0.4380883565844841,0.7344094722362283,Cauca,False,False,False
2002-03-22,0.4767632997876249,0.7309146802073145,Cauca,False,False,False
2002-04-07,0.4457575892468369,0.7646726363076294,Cauca,False,False,False
2002-04-23,0.4612964161664925,0.7775465495558554,Cauca,False,False,False
2002-05-09,0.4361407272395776,0.7592183411335403,Cauca,False,False,False
2002-05-25,0.4381588218018374,0.7880935803034094,Cauca,False,False,False
2002-06-10,0.4936468634714858,0.7878704136017242,Cauca,False,False,False
2002-06-26,0.4535724400271296,0.7561138508666527,Cauca,False,False,False
2002-07-12,0.4527124214716563,0.7246112645577016,Cauca,False,False,False
2002-07-28,0.4263052123583828,0.7058463027556038,Cauca,False,False,False
2002-08-13,0.4051624779349626,0.6410756537933471,Cauca,False,False,False
2002-08-29,0.4345827084012972,0.6782477595562246,Cauca,False,False,False
2002-09-14,0.4402315786559935,0.6419262769557458,Cauca,False,False,False
2002-09-30,0.4488254340629166,0.7056366536943439,Cauca,False,False,False
2002-10-16,0.4384167771819034,0.6947321054802702,Cauca,False,False,False
2002-11-01,0.4305476441914122,0.7432672509695314,Cauca,False,False,False
2002-11-17,0.4515395980742962,0.7498260727597488,Cauca,False,False,False
2002-12-03,0.4893606676583568,0.753185051187452,Cauca,False,False,False
2002-12-19,0.4556108577932382,0.7743745694737704,Cauca,False,False,False
2003-01-01,0.4523747572731441,0.7735784519885749,Cauca,False,False,False
2003-01-17,0.4477912255507856,0.7538158506007974,Cauca,False,False,False
2003-02-02,0.5059868347612326,0.7323916796948248,Cauca,False,False,False
2003-02-18,0.4452407450937221,0.7614109898116819,Cauca,False,False,False
2003-03-06,0.4626587681939791,0.7674871596342742,Cauca,False,False,False
2003-03-22,0.4626446223995207,0.7568651697703185,Cauca,False,False,False
2003-04-07,0.4200058244431091,0.7826515730492175,Cauca,False,False,False
2003-04-23,0.4867268191889116,0.7792740613021832,Cauca,False,False,False
2003-05-09,0.4737280924188928,0.7572731072212429,Cauca,False,False,False
2003-05-25,0.4882860933002015,0.7677742949237328,Cauca,False,False,False
2003-06-10,0.4466104409921118,0.7770642194393874,Cauca,False,False,False
2003-06-26,0.4808714343061027,0.7666857694202552,Cauca,False,False,False
2003-07-12,0.4646877069197203,0.747736167774224,Cauca,False,False,False
2003-07-28,0.4289658955659207,0.7472883701155922,Cauca,False,False,False
2003-08-13,0.4171900459159263,0.6908216369744924,Cauca,False,False,False
2003-08-29,0.4184679626480602,0.6975987869051005,Cauca,False,False,False
2003-09-14,0.4131044815459687,0.651571909973384,Cauca,False,False,False
2003-09-30,0.44423315507702,0.6988244967808541,Cauca,False,False,False
2003-10-16,0.4526189339584582,0.7477070049228453,Cauca,False,False,False
2003-11-01,0.4703144255523337,0.7428978342025223,Cauca,False,False,False
2003-11-17,0.469475759750109,0.781616625589577,Cauca,False,False,False
2003-12-03,0.455415471632174,0.7672824885856533,Cauca,False,False,False
2003-12-19,0.4292536741437713,0.7677272867082238,Cauca,False,False,False
2004-01-01,0.4391316134721273,0.7686134609980828,Cauca,False,False,False
2004-01-17,0.4355007263393187,0.7856494270817768,Cauca,False,False,False
2004-02-02,0.4286985237477204,0.7723125848664699,Cauca,False,False,False
2004-02-18,0.4799401500438104,0.7407019649597213,Cauca,False,False,False
2004-03-05,0.4876803543243096,0.7082943834709302,Cauca,False,False,False
2004-03-21,0.4490694791683075,0.7451642079407886,Cauca,False,False,False
2004-04-06,0.4988081516705591,0.7380277355451006,Cauca,False,False,False
2004-04-22,0.4430611421630504,0.762740222137138,Cauca,False,False,False
2004-05-08,0.4439213348331313,0.7565995867998815,Cauca,False,False,False
2004-05-24,0.4329991410193628,0.7784029262994085,Cauca,False,False,False
2004-06-09,0.4288967022822625,0.771525990820871,Cauca,False,False,False
2004-06-25,0.4523795669499575,0.7595824369568772,Cauca,False,False,False
2004-07-11,0.4088385308629261,0.7667529646428158,Cauca,False,False,False
2004-07-27,0.423478080962236,0.7363823806984666,Cauca,False,False,False
2004-08-12,0.406432956212323,0.6805013303143621,Cauca,False,False,False
2004-08-28,0.4069720342076212,0.6485739075658339,Cauca,False,False,False
2004-09-13,0.3834112965526063,0.7178012984089094,Cauca,False,False,False
2004-09-29,0.4440802175830733,0.7185965289053653,Cauca,False,False,False
2004-10-15,0.4141425028228324,0.743221815380481,Cauca,False,False,False
2004-10-31,0.4216438895725087,0.7396894514498522,Cauca,False,False,False
2004-11-16,0.4718810492006148,0.7484768434045157,Cauca,False,False,False
2004-12-02,0.4656818955922003,0.7759337698852388,Cauca,False,False,False
2004-12-18,0.4461452803170413,0.7793779571396539,Cauca,False,False,False
2005-01-01,0.4660823746172055,0.7703413746354133,Cauca,False,False,False
2005-01-17,0.4691987770334745,0.7708264089343956,Cauca,False,False,False
2005-02-02,0.4219583234612831,0.7612209523003333,Cauca,False,False,False
2005-02-18,0.451371029921644,0.7515878118496055,Cauca,False,False,False
2005-03-06,0.4194511187719523,0.7810660966462122,Cauca,False,False,False
2005-03-22,0.4990399445888444,0.7501079780837241,Cauca,False,False,False
2005-04-07,0.5038469872893294,0.7616511760724248,Cauca,False,False,False
2005-04-23,0.4999087339873239,0.7757155520066922,Cauca,False,False,False
2005-05-09,0.4680379187991646,0.7861286138629577,Cauca,False,False,False
2005-05-25,0.4701367717719179,0.7761075435441074,Cauca,False,False,False
2005-06-10,0.475081887919528,0.7554784508855993,Cauca,False,False,False
2005-06-26,0.4454659852518025,0.7704678260268444,Cauca,False,False,False
2005-07-12,0.4284984902409425,0.7286081698067572,Cauca,False,False,False
2005-07-28,0.4429598563241688,0.6838973157485044,Cauca,False,False,False
2005-08-13,0.4151089858710137,0.6974931691408708,Cauca,False,False,False
2005-08-29,0.4007155496882804,0.6485023979313597,Cauca,False,False,False
2005-09-14,0.4131703469992218,0.6785439720615949,Cauca,False,False,False
2005-09-30,0.3574901518481416,0.7177190353881224,Cauca,False,False,False
2005-10-16,0.4271296323512877,0.737941797225237,Cauca,False,False,False
2005-11-01,0.4316126565203614,0.7682469954591733,Cauca,False,False,False
2005-11-17,0.4636646369660799,0.7760302359501908,Cauca,False,False,False
2005-12-03,0.4674643685141695,0.7738775948761946,Cauca,False,False,False
2005-12-19,0.4247410453088793,0.7855313724797386,Cauca,False,False,False
2006-01-01,0.4424402585684506,0.7677965974974932,Cauca,False,False,False
2006-01-17,0.4639873233791996,0.7528993918077321,Cauca,False,False,False
2006-02-02,0.4416017640284967,0.7838377761729078,Cauca,False,False,False
2006-02-18,0.4268279851620546,0.7786623481114425,Cauca,False,False,False
2006-03-06,0.445311771568867,0.7592377028739836,Cauca,False,False,False
2006-03-22,0.4508491361516991,0.7636841889579475,Cauca,False,False,False
2006-04-07,0.5019565245657016,0.7601587678323584,Cauca,False,False,False
2006-04-23,0.4433556015367267,0.7636639167558906,Cauca,False,False,False
2006-05-09,0.4446047819630821,0.7873465839664476,Cauca,False,False,False
2006-05-25,0.4493272116131602,0.761795554097358,Cauca,False,False,False
2006-06-10,0.4368278988021399,0.7832049863699595,Cauca,False,False,False
2006-06-26,0.4433139990907961,0.7520888790703417,Cauca,False,False,False
2006-07-12,0.4270885154804775,0.7367228856940627,Cauca,False,False,False
2006-07-28,0.4667943967198723,0.7264388528697516,Cauca,False,False,False
2006-08-13,0.4470035009711483,0.7244310634102101,Cauca,False,False,False
2006-08-29,0.432574528448288,0.7052984997861502,Cauca,False,False,False
2006-09-14,0.4422834252135237,0.6817169316689197,Cauca,False,False,False
2006-09-30,0.3794840331339225,0.6450128735445447,Cauca,False,False,False
2006-10-16,0.4618383130315273,0.7165511240624337,Cauca,False,False,False
2006-11-01,0.4444191025363025,0.6991820623311733,Cauca,False,False,False
2006-11-17,0.481314572426659,0.7642232910001916,Cauca,False,False,False
2006-12-03,0.4440200809138155,0.7877219669488444,Cauca,False,False,False
2006-12-19,0.4857687487242619,0.7679397592003833,Cauca,False,False,False
2007-01-01,0.4588362913976162,0.7721719634726487,Cauca,False,False,False
2007-01-17,0.467715611426659,0.7697895428089028,Cauca,False,False,False
2007-02-02,0.4340113498969143,0.7788686378376506,Cauca,False,False,False
2007-02-18,0.4614914401400748,0.7449492572753204,Cauca,False,False,False
2007-03-06,0.4808316419294882,0.7058170302819747,Cauca,False,False,False
2007-03-22,0.4721391898489495,0.7633007887483942,Cauca,False,False,False
2007-04-07,0.4641840543327126,0.7614132808419509,Cauca,False,False,False
2007-04-23,0.4886442003122077,0.7636293966991932,Cauca,False,False,False
2007-05-09,0.4908074375770024,0.7821457665542112,Cauca,False,False,False
2007-05-25,0.4887050139113505,0.7711650846241926,Cauca,False,False,False
2007-06-10,0.4697425038329141,0.7658190562783521,Cauca,False,False,False
2007-06-26,0.4444091230618232,0.7731118329612197,Cauca,False,False,False
2007-07-12,0.4641258358494782,0.7641575558344329,Cauca,False,False,False
2007-07-28,0.4308850951200938,0.753775817150274,Cauca,False,False,False
2007-08-13,0.4516992959788303,0.7379738896473856,Cauca,False,False,False
2007-08-29,0.4142195197119426,0.7255436907271586,Cauca,False,False,False
2007-09-14,0.4142032850670762,0.7047461308795959,Cauca,False,False,False
2007-09-30,0.4028332418565907,0.6970638865260712,Cauca,False,False,False
2007-10-16,0.4528531456443804,0.7194592508388862,Cauca,False,False,False
2007-11-01,0.4349555483112798,0.7592287902806912,Cauca,False,False,False
2007-11-17,0.42247594873057,0.7612473487140642,Cauca,False,False,False
2007-12-03,0.4075136318578497,0.7935005246493431,Cauca,False,False,False
2007-12-19,0.4467473608894436,0.7573128517328184,Cauca,False,False,False
2008-01-01,0.4625967680987847,0.7515136423440735,Cauca,False,False,False
2008-01-17,0.444790643005103,0.7588776926213551,Cauca,False,False,False
2008-02-02,0.4844287334828472,0.7529471762983468,Cauca,False,False,False
2008-02-18,0.4681741973766373,0.7590397081512814,Cauca,False,False,False
2008-03-05,0.4683210859000181,0.7778860846283989,Cauca,False,False,False
2008-03-21,0.4613722473788316,0.7636642294837545,Cauca,False,False,False
2008-04-06,0.4778744568616681,0.7629378076777007,Cauca,False,False,False
2008-04-22,0.4605885034747773,0.7552113225016908,Cauca,False,False,False
2008-05-08,0.4338517833154725,0.7840096824764783,Cauca,False,False,False
2008-05-24,0.4815750571766281,0.769220210028062,Cauca,False,False,False
2008-06-09,0.4814562359762138,0.7870040542965793,Cauca,False,False,False
2008-06-25,0.4600931865419517,0.7653633627457651,Cauca,False,False,False
2008-07-11,0.4995101822004111,0.7745934481685168,Cauca,False,False,False
2008-07-27,0.4341893401391322,0.7661434356439834,Cauca,False,False,False
2008-08-12,0.4729799848824734,0.777028901750985,Cauca,False,False,False
2008-08-28,0.4516475519914337,0.7459659168736292,Cauca,False,False,False
2008-09-13,0.5007175562189496,0.7285428928675582,Cauca,False,False,False
2008-09-29,0.4949726029332016,0.7485935812629503,Cauca,False,False,False
2008-10-15,0.4809809380337537,0.7511904629817171,Cauca,False,False,False
2008-10-31,0.4515565328806614,0.7540063885005385,Cauca,False,False,False
2008-11-16,0.4190658069036267,0.7752689553816686,Cauca,False,False,False
2008-12-02,0.4606922094045569,0.7758560019312359,Cauca,False,False,False
2008-12-18,0.4402341064619197,0.7396892092618981,Cauca,False,False,False
2009-01-01,0.4519564918164013,0.7512295695879031,Cauca,False,False,False
2009-01-17,0.442773163204378,0.7558448443796287,Cauca,False,False,False
2009-02-02,0.4435874168070187,0.7642267717624656,Cauca,False,False,False
2009-02-18,0.4207201285355624,0.7561715292945504,Cauca,False,False,False
2009-03-06,0.5101217251578442,0.7160308432664578,Cauca,False,False,False
2009-03-22,0.5046411527252173,0.7593469495879649,Cauca,False,False,False
2009-04-07,0.5045403453949603,0.739492359264988,Cauca,False,False,False
2009-04-23,0.489100647771671,0.7839866014783782,Cauca,False,False,False
2009-05-09,0.4860897980066658,0.7657422954148857,Cauca,False,False,False
2009-05-25,0.4550034592804621,0.7652179980243642,Cauca,False,False,False
2009-06-10,0.4549397133942702,0.7726531980494027,Cauca,False,False,False
2009-06-26,0.4651155570594951,0.7398952557086524,Cauca,False,False,False
2009-07-12,0.4641250531848361,0.7485228551152678,Cauca,False,False,False
2009-07-28,0.4422045268838552,0.7157626420350534,Cauca,False,False,False
2009-08-13,0.4301347755426826,0.7165441805301465,Cauca,False,False,False
2009-08-29,0.4046372719102364,0.728147292562381,Cauca,False,False,False
2009-09-14,0.460155710072129,0.6430065061365611,Cauca,False,False,False
2009-09-30,0.4201586653415404,0.6743044743562744,Cauca,False,False,False
2009-10-16,0.437485978763737,0.670550090440972,Cauca,False,False,False
2009-11-01,0.461972246315082,0.7434405870604038,Cauca,False,False,False
2009-11-17,0.4539317931577769,0.7450697163417392,Cauca,False,False,False
2009-12-03,0.4716133408064406,0.7475398266749549,Cauca,False,False,False
2009-12-19,0.4177635076903329,0.7803437285564687,Cauca,False,False,False
2010-01-01,0.449044311291333,0.775878961769589,Cauca,False,False,False
2010-01-17,0.4572241465617992,0.7388113571546077,Cauca,False,False,False
2010-02-02,0.4335586571004257,0.7363440830899629,Cauca,False,False,False
2010-02-18,0.3938628953684706,0.7701271247565735,Cauca,False,False,False
2010-03-06,0.4610278126052161,0.7230963788331737,Cauca,False,False,False
2010-03-22,0.4331302563447883,0.7538820316828799,Cauca,False,False,False
2010-04-07,0.5045419243961035,0.774612251043906,Cauca,False,False,False
2010-04-23,0.4382872218438903,0.7766168167173637,Cauca,False,False,False
2010-05-09,0.4933843289330024,0.7586678033183634,Cauca,False,False,False
2010-05-25,0.4636976819655632,0.789475994870333,Cauca,False,False,False
2010-06-10,0.4628101585485779,0.7743204830533025,Cauca,False,False,False
2010-06-26,0.4571229649745852,0.7751156785107987,Cauca,False,False,False
2010-07-12,0.444045341363012,0.7830022078951142,Cauca,False,False,False
2010-07-28,0.4649565396830575,0.7686607648732892,Cauca,False,False,False
2010-08-13,0.4538118367653413,0.7508435671368432,Cauca,False,False,False
2010-08-29,0.4300304750970663,0.7497965819028979,Cauca,False,False,False
2010-09-14,0.4577271744844619,0.7416178418480593,Cauca,False,False,False
2010-09-30,0.4599599185711728,0.7270004739473843,Cauca,False,False,False
2010-10-16,0.5080853405355775,0.7480096539247136,Cauca,False,False,False
2010-11-01,0.4611271623477543,0.7170971450628121,Cauca,False,False,False
2010-11-17,0.456594851305945,0.7775259838962005,Cauca,False,False,False
2010-12-03,0.4655707690250766,0.7750372815388319,Cauca,False,False,False
2010-12-19,0.4561026295861131,0.7594287617330553,Cauca,False,False,False
2011-01-01,0.4477885692120438,0.7584979550547586,Cauca,False,False,False
2011-01-17,0.4622163205030076,0.7444149402131912,Cauca,False,False,False
2011-02-02,0.458765492276271,0.7383673915331358,Cauca,False,False,False
2011-02-18,0.4392569591441611,0.7806752566877041,Cauca,False,False,False
2011-03-06,0.4822860198936616,0.7686492578167936,Cauca,False,False,False
2011-03-22,0.4408178239982167,0.7833128971166141,Cauca,False,False,False
2011-04-07,0.4779333247923626,0.777367531819043,Cauca,False,False,False
2011-04-23,0.4691073040108927,0.7729891271257153,Cauca,False,False,False
2011-05-09,0.487621734855669,0.7730372039527781,Cauca,False,False,False
2011-05-25,0.4354460228671518,0.7955568636444107,Cauca,False,False,False
2011-06-10,0.4413063841781145,0.8024785351312589,Cauca,False,False,False
2011-06-26,0.4798345005565998,0.7878584048008456,Cauca,False,False,False
2011-07-12,0.4897393530846947,0.7733758883788026,Cauca,False,False,False
2011-07-28,0.4652894757513014,0.7437923621862762,Cauca,False,False,False
2011-08-13,0.4532688026274248,0.7549163459229884,Cauca,False,False,False
2011-08-29,0.4660475685226684,0.7284448006312584,Cauca,False,False,False
2011-09-14,0.5018733615205002,0.6963152504113419,Cauca,False,False,False
2011-09-30,0.4722068438694211,0.7118470669530823,Cauca,False,False,False
2011-10-16,0.5031087216501154,0.7339434059498626,Cauca,False,False,False
2011-11-01,0.446104156519789,0.7595940221016114,Cauca,False,False,False
2011-11-17,0.5015897120047031,0.7522983418399656,Cauca,False,False,False
2011-12-03,0.4401239540890781,0.7530302901692091,Cauca,False,False,False
2011-12-19,0.4331160015390309,0.7587248062376091,Cauca,False,False,False
2012-01-01,0.4481023829420406,0.7801498194459816,Cauca,False,False,False
2012-01-17,0.4413104851801229,0.7982398777107822,Cauca,False,False,False
2012-02-02,0.5042570799590496,0.7705174688727628,Cauca,False,False,False
2012-02-18,0.4604737944231363,0.7807433575741022,Cauca,False,False,False
2012-03-05,0.4763876069301042,0.7414305283080702,Cauca,False,False,False
2012-03-21,0.4497711819884306,0.7559178134054465,Cauca,False,False,False
2012-04-06,0.5232761863577929,0.7827203593558534,Cauca,False,False,False
2012-04-22,0.5008964269345655,0.7774663390118098,Cauca,False,False,False
2012-05-08,0.4412078169508368,0.782534286774234,Cauca,False,False,False
2012-05-24,0.4631286090683292,0.7378206887129248,Cauca,False,False,False
2012-06-09,0.4525295598419919,0.7895728680452301,Cauca,False,False,False
2012-06-25,0.4667680860401541,0.7553578031970062,Cauca,False,False,False
2012-07-11,0.4394493558277973,0.7382261710106593,Cauca,False,False,False
2012-07-27,0.3941187456240477,0.7223111340146965,Cauca,False,False,False
2012-08-12,0.4202864252613339,0.7094508650296477,Cauca,False,False,False
2012-08-28,0.4035010484933521,0.6411097420567109,Cauca,False,False,False
2012-09-13,0.372297637170928,0.6646886583249014,Cauca,False,False,False
2012-09-29,0.3593145951567182,0.6331111437191572,Cauca,False,False,False
2012-10-15,0.4210743138371168,0.7069635455232897,Cauca,False,False,False
2012-10-31,0.4485442060960201,0.7395349267331442,Cauca,False,False,False
2012-11-16,0.4652967447736683,0.7477861849589522,Cauca,False,False,False
2012-12-02,0.4281076094927009,0.7780586431154655,Cauca,False,False,False
2012-12-18,0.4990619993912308,0.757834031853256,Cauca,False,False,False
2013-01-01,0.4941569834517059,0.7596903453250086,Cauca,False,False,False
2013-01-17,0.4530443138713673,0.745301091271658,Cauca,False,False,False
2013-02-02,0.4821503334670977,0.7545784137103169,Cauca,False,False,False
2013-02-18,0.5089853120855516,0.7461338359593733,Cauca,False,False,False
2013-03-06,0.4818055631693656,0.7638598051374041,Cauca,False,False,False
2013-03-22,0.5035739625053398,0.7571122299216123,Cauca,False,False,False
2013-04-07,0.4756197027645056,0.7555003200444247,Cauca,False,False,False
2013-04-23,0.4408132921247176,0.7854440042915525,Cauca,False,False,False
2013-05-09,0.4540218878569819,0.7712511813634038,Cauca,False,False,False
2013-05-25,0.4687538485647408,0.7954515549912672,Cauca,False,False,False
2013-06-10,0.4727977646086712,0.7723093303902544,Cauca,False,False,False
2013-06-26,0.4599172260047872,0.7765007291155276,Cauca,False,False,False
2013-07-12,0.462776775529779,0.753334779518864,Cauca,False,False,False
2013-07-28,0.4568416341086375,0.7354779845777571,Cauca,False,False,False
2013-08-13,0.4395142111356589,0.7234917775387093,Cauca,False,False,False
2013-08-29,0.4241659992861762,0.7302840812587437,Cauca,False,False,False
2013-09-14,0.4787006890255562,0.712714686028834,Cauca,False,False,False
2013-09-30,0.4557039628489677,0.7085346874666208,Cauca,False,False,False
2013-10-16,0.456594236358418,0.7376303004185175,Cauca,False,False,False
2013-11-01,0.4480389311526564,0.7337618188446192,Cauca,False,False,False
2013-11-17,0.4914640294464,0.7741332387433136,Cauca,False,False,False
2013-12-03,0.4553476471244437,0.7631209136399018,Cauca,False,False,False
2013-12-19,0.471445636857232,0.7701785735877736,Cauca,False,False,False
2014-01-01,0.4845602030791475,0.7599035935415837,Cauca,False,False,False
2014-01-17,0.4698482087139942,0.7619165946765551,Cauca,False,False,False
2014-02-02,0.4691764586771019,0.7469723765180364,Cauca,False,False,False
2014-02-18,0.4659567181852001,0.7595274249046371,Cauca,False,False,False
2014-03-06,0.4480957526650889,0.7722132641009007,Cauca,False,False,False
2014-03-22,0.4601755340201068,0.7612596448518607,Cauca,False,False,False
2014-04-07,0.4633129831398981,0.7649320987056926,Cauca,False,False,False
2014-04-23,0.4360119699669039,0.7934897144114187,Cauca,False,False,False
2014-05-09,0.4632070702603673,0.796640699816778,Cauca,False,False,False
2014-05-25,0.4795227842584721,0.7797797232491145,Cauca,False,False,False
2014-06-10,0.4674430097744977,0.777742823389004,Cauca,False,False,False
2014-06-26,0.4466823364439075,0.7729964965883611,Cauca,False,False,False
2014-07-12,0.425560226437436,0.7220325852169202,Cauca,False,False,False
2014-07-28,0.4295968197546814,0.7331320405703647,Cauca,False,False,False
2014-08-13,0.4541067612680735,0.6890489683513733,Cauca,False,False,False
2014-08-29,0.4569488922538365,0.6873744197335075,Cauca,False,False,False
2014-09-14,0.4161899893651633,0.6937704773049836,Cauca,False,False,False
2014-09-30,0.4165666597218307,0.6820303989552445,Cauca,False,False,False
2014-10-16,0.4549260098211821,0.700723593329598,Cauca,False,False,False
2014-11-01,0.4716252712198992,0.7707142754802189,Cauca,False,False,False
2014-11-17,0.4953518548533459,0.7748781622119657,Cauca,False,False,False
2014-12-03,0.4856048325955162,0.7778263274542753,Cauca,False,False,False
2014-12-19,0.4425960880943234,0.7852414628130272,Cauca,False,False,False
2015-01-01,0.460352805554948,0.7790617731418843,Cauca,False,False,False
2015-01-17,0.4558926612738027,0.7647265312527508,Cauca,False,False,False
2015-02-02,0.483588416823598,0.7363587507765647,Cauca,False,False,False
2015-02-18,0.4988542009158158,0.752448347642859,Cauca,False,False,False
2015-03-06,0.4636399574187932,0.7478525141312747,Cauca,False,False,False
2015-03-22,0.471594379368069,0.7442769837815394,Cauca,False,False,False
2015-04-07,0.4974326321835457,0.774751691062813,Cauca,False,False,False
2015-04-23,0.5039643946966813,0.7783199369332752,Cauca,False,False,False
2015-05-09,0.4933716164803662,0.774259204668411,Cauca,False,False,False
2015-05-25,0.479892310702126,0.7838314301127063,Cauca,False,False,False
2015-06-10,0.445657136402783,0.767216224204838,Cauca,False,False,False
2015-06-26,0.4557272374257004,0.7327092912012474,Cauca,False,False,False
2015-07-12,0.4428837168700919,0.7516612673879683,Cauca,False,False,False
2015-07-28,0.423884547426073,0.6995571664637125,Cauca,False,False,False
2015-08-13,0.4227122552652087,0.690604251591547,Cauca,False,False,False
2015-08-29,0.3810322353381196,0.6809098199909025,Cauca,False,False,False
2015-09-14,0.4055190387730986,0.6641518416053972,Cauca,False,False,False
2015-09-30,0.3992342686016937,0.7569232514456328,Cauca,False,False,False
2015-10-16,0.4075920235532747,0.7133240384047941,Cauca,False,False,False
2015-11-01,0.4539849158992547,0.7571424318985788,Cauca,False,False,False
2015-11-17,0.4982209727610232,0.7739077386187806,Cauca,False,False,False
2015-12-03,0.4346206380447044,0.784846273165306,Cauca,False,False,False
2015-12-19,0.4625883027924584,0.7617337437609796,Cauca,False,False,False
2016-01-01,0.490413605532188,0.7423494297578844,Cauca,False,False,False
2016-01-17,0.4623279486679038,0.7452716094572117,Cauca,False,False,False
2016-02-02,0.4462986715769274,0.7181629701531299,Cauca,False,False,False
2016-02-18,0.3885132420091319,0.6485890410958899,Cauca,False,False,False
2016-03-05,0.4887921263182443,0.7237503129398551,Cauca,False,False,False
2016-03-21,0.4346918501654039,0.7356208341585558,Cauca,False,False,False
2016-04-06,0.5169609052511056,0.7548425457495878,Cauca,False,False,False
2016-04-22,0.441036069620526,0.7999516679360904,Cauca,False,False,False
2016-05-08,0.4930864212733283,0.767357396270601,Cauca,False,False,False
2016-05-24,0.4536318858275271,0.784746287631807,Cauca,False,False,False
2016-06-09,0.4770950118233767,0.7661788568157547,Cauca,False,False,False
2016-06-25,0.4395228677734976,0.7443312072396304,Cauca,False,False,False
2016-07-11,0.4409752864064152,0.723158400198881,Cauca,False,False,False
2016-07-27,0.4247512137211125,0.7303289786994046,Cauca,False,False,False
2016-08-12,0.428836625634795,0.7022182360367637,Cauca,False,False,False
2016-08-28,0.4217561821032988,0.6677833937371107,Cauca,False,False,False
2016-09-13,0.4188374340914176,0.7200791004302158,Cauca,False,False,False
2016-09-29,0.4085996478865007,0.6748056868476741,Cauca,False,False,False
2016-10-15,0.4456189760437986,0.7490894450438529,Cauca,False,False,False
2016-10-31,0.4735771879122297,0.7604341792570802,Cauca,False,False,False
2016-11-16,0.473990756932918,0.7781129400966362,Cauca,False,False,False
2016-12-02,0.5028698941164749,0.7770491578938171,Cauca,False,False,False
2016-12-18,0.488084751667434,0.7840307470346111,Cauca,False,False,False
