region,window_start,window_end,ndvi,evi,precip_mm_lag0,pet_mm_lag0,tmean_c_lag0,dewpoint_c_lag0,soil_moist_layer1_lag0,soil_moist_layer2_lag0,soil_moist_layer3_lag0,lai_high_lag0,tmax_c_lag0,tmin_c_lag0,precip_mm_lag1,pet_mm_lag1,tmean_c_lag1,dewpoint_c_lag1,soil_moist_layer1_lag1,soil_moist_layer2_lag1,soil_moist_layer3_lag1,lai_high_lag1,tmax_c_lag1,tmin_c_lag1,precip_mm_lag2,pet_mm_lag2,tmean_c_lag2,dewpoint_c_lag2,soil_moist_layer1_lag2,soil_moist_layer2_lag2,soil_moist_layer3_lag2,lai_high_lag2,tmax_c_lag2,tmin_c_lag2,precip_mm_roll32,et_mm_lag0,et_mm_lag1,et_resolution,deficit_hidrico,soil_moist_anomaly,ndvi_lag_1year,evi_lag_1year,deficit_hidrico_trend2y,ndvi_lag1w,evi_lag1w,doy_sin,doy_cos
Cauca,2025-12-03,2025-12-19,0.7826763899564259,0.4187644562858509,112.61124822637916,104.72791908767827,18.394296969748442,15.412825048644141,0.42437422684328263,0.42851397758799814,0.4253910391994661,3.917288124198164,23.124273501169423,13.945343358203708,304.6319325720957,69.43518424693309,18.19847508782464,16.434948994335073,0.44898682661620304,0.4531447344306766,0.45328474058320856,3.9354767993760094,22.647639796907484,15.275412257908926,334.9917196825319,69.75885365065278,18.18473555909417,16.477457870397068,0.4488352212355677,0.4539284868282981,0.4521574554239035,3.9408495048496714,22.655100336303573,15.21833254208089,417.2431807984749,3.68157144220629,3.376603274703219,monthly,7.883329138700887,-0.02037762196364684,0.7564619171566455,0.4460907104364384,178.51178296153324,0.796846532437681,0.4102726491975605,-0.46706492487743034,0.8842230238742036
Cauca,2025-12-19,2026-01-01,0.7816273990473979,0.4045701019968684,167.3144526697799,56.91921501137669,18.02663026490767,16.165815519429522,0.4459035980941596,0.44795699124282345,0.4446546351865725,3.954311722318013,22.316295323346232,14.648644598007474,112.61124822637916,104.72791908767827,18.394296969748442,15.412825048644141,0.42437422684328263,0.42851397758799814,0.4253910391994661,3.917288124198164,23.124273501169423,13.945343358203708,304.6319325720957,69.43518424693309,18.19847508782464,16.434948994335073,0.44898682661620304,0.4531447344306766,0.45328474058320856,3.9354767993760094,22.647639796907484,15.275412257908926,279.92570089615907,3.68157144220629,3.376603274703219,monthly,110.39523765840322,0.00263164700717905,0.7711136832244059,0.4772152636337315,175.4066385265716,0.7826763899564259,0.4187644562858509,-0.20917350564635637,0.9778785428342386
Cauca,2026-01-01,2026-01-17,0.7820738688027961,0.375288196581977,330.0629739630523,63.02299517803232,17.852960858740904,16.253429873854635,0.4494530804127037,0.4527957536988037,0.4528780656912249,4.019294821879716,22.015506042642222,15.090641558083544,167.3144526697799,56.91921501137669,18.02663026490767,16.165815519429522,0.4459035980941596,0.44795699124282345,0.4446546351865725,3.954311722318013,22.316295323346232,14.648644598007474,112.61124822637916,104.72791908767827,18.394296969748442,15.412825048644141,0.42437422684328263,0.42851397758799814,0.4253910391994661,3.917288124198164,23.124273501169423,13.945343358203708,497.3774266328322,2.9366583111244102,3.68157144220629,monthly,267.03997878501997,0.012125791338903347,0.7575871352134258,0.4427984292871517,179.45961168166468,0.7816273990473979,0.4045701019968684,0.017201575418260506,0.9998520419557735
Cauca,2026-01-17,2026-02-02,0.7830043288070077,0.4066628018467281,350.8844942815588,64.53451801753741,18.149485717897456,16.51463529545183,0.448469705437882,0.45187632075775896,0.45066284428395964,4.027123229487458,22.70411950102251,15.598303605311097,330.0629739630523,63.02299517803232,17.852960858740904,16.253429873854635,0.4494530804127037,0.4527957536988037,0.4528780656912249,4.019294821879716,22.015506042642222,15.090641558083544,167.3144526697799,56.91921501137669,18.02663026490767,16.165815519429522,0.4459035980941596,0.44795699124282345,0.4446546351865725,3.954311722318013,22.316295323346232,14.648644598007474,680.9474682446111,2.9366583111244102,3.68157144220629,monthly,286.3499762640214,0.011888528635464746,0.7956731228803325,0.4546616998265193,184.06627844087802,0.7820738688027961,0.375288196581977,0.2882906407095177,0.9575429528116719
Cauca,2026-02-02,2026-02-18,0.7861122277057417,0.3946310711793485,260.78632818676886,76.19827102201425,18.07048998770887,16.115893355509858,0.4471618326729805,0.4520425206129964,0.4479266746135684,3.990023639261449,22.5261193809732,14.694414871365792,350.8844942815588,64.53451801753741,18.149485717897456,16.51463529545183,0.448469705437882,0.45187632075775896,0.45066284428395964,4.027123229487458,22.70411950102251,15.598303605311097,330.0629739630523,63.02299517803232,17.852960858740904,16.253429873854635,0.4494530804127037,0.4527957536988037,0.4528780656912249,4.019294821879716,22.015506042642222,15.090641558083544,611.6708224683276,3.1138165760580354,2.9366583111244102,monthly,184.58805716475462,0.010349899374038796,0.7691472622277384,0.5192703954324948,185.54678481838636,0.7830043288070077,0.4066628018467281,0.5376773767406141,0.8431506618282
Cauca,2026-02-18,2026-03-06,0.7642706039354937,0.4306801378579954,235.9465708359309,89.33881076789467,18.68191027859678,16.342283363851926,0.4402135967990799,0.44484400414012404,0.44371135475678714,3.9667838865098206,23.75825377700523,15.182324327599115,260.78632818676886,76.19827102201425,18.07048998770887,16.115893355509858,0.4471618326729805,0.4520425206129964,0.4479266746135684,3.990023639261449,22.5261193809732,14.694414871365792,350.8844942815588,64.53451801753741,18.149485717897456,16.51463529545183,0.448469705437882,0.45187632075775896,0.45066284428395964,4.027123229487458,22.70411950102251,15.598303605311097,496.73289902269977,3.1138165760580354,2.9366583111244102,monthly,146.60776006803624,-0.0018118242623581526,0.7751129246734755,0.4207781729400313,185.65833672207546,0.7861122277057417,0.3946310711793485,0.746588114532413,0.6652865452111116
Cauca,2026-03-06,2026-03-22,0.8086524802853772,0.4256959760232087,190.80169917932963,99.08853167806741,18.856123690529223,16.144299383759673,0.4356541972118887,0.4406276995731072,0.43972714436063887,3.9536970600673036,24.033929662124933,13.955332595582783,235.9465708359309,89.33881076789467,18.68191027859678,16.342283363851926,0.4402135967990799,0.44484400414012404,0.44371135475678714,3.9667838865098206,23.75825377700523,15.182324327599115,260.78632818676886,76.19827102201425,18.07048998770887,16.115893355509858,0.4471618326729805,0.4520425206129964,0.4479266746135684,3.990023639261449,22.5261193809732,14.694414871365792,426.7482700152606,3.484729263708811,3.1138165760580354,monthly,91.71316750126222,-0.008061993915798427,0.7789577847584283,0.4447630787124632,185.1233944058419,0.7642706039354937,0.4306801378579954,0.8992961915530253,0.4373400963303323
Cauca,2026-03-22,2026-04-07,0.7813861668122944,0.4556586572822301,177.47266258643583,90.35100701370615,18.7919954515673,16.46006137327218,0.4367556790328304,0.4386513251873809,0.43251602828583613,3.961533772785018,23.36939325721415,15.549829885301063,190.80169917932963,99.08853167806741,18.856123690529223,16.144299383759673,0.4356541972118887,0.4406276995731072,0.43972714436063887,3.9536970600673036,24.033929662124933,13.955332595582783,235.9465708359309,89.33881076789467,18.68191027859678,16.342283363851926,0.4402135967990799,0.44484400414012404,0.44371135475678714,3.9667838865098206,23.75825377700523,15.182324327599115,368.27436176576543,3.484729263708811,3.1138165760580354,monthly,87.12165557272968,-0.008374660394218136,0.7721597630722914,0.5492701095774439,183.85309405330472,0.8086524802853772,0.4256959760232087,0.984305844499033,0.17647097349152166
Cauca,2026-04-07,2026-04-23,0.7653386596238426,0.528228372839498,221.86871643389637,85.45258131477486,18.9222357189481,16.495689509721103,0.44270362662688845,0.44665522311562667,0.44682382837884693,3.9713473534227983,24.218215586488824,15.58459989665138,177.47266258643583,90.35100701370615,18.7919954515673,16.46006137327218,0.4367556790328304,0.4386513251873809,0.43251602828583613,3.961533772785018,23.36939325721415,15.549829885301063,190.80169917932963,99.08853167806741,18.856123690529223,16.144299383759673,0.4356541972118887,0.4406276995731072,0.43972714436063887,3.9536970600673036,24.033929662124933,13.955332595582783,399.34137902033217,3.462979627799813,3.484729263708811,monthly,136.41613511912152,-0.0031541615396023515,0.8116405968309877,0.4195787203357908,183.0439382187149,0.7813861668122944,0.4556586572822301,0.9952176027737294,-0.09768276782171598
Cauca,2026-04-23,2026-05-09,0.8055856232605801,0.4468711205633426,276.1512195361977,80.50478777199963,18.798983736978286,16.598298078202127,0.4432539073725281,0.4464633514803757,0.44104094153206563,3.960168594048689,23.1766985288631,15.7630499571469,221.86871643389637,85.45258131477486,18.9222357189481,16.495689509721103,0.44270362662688845,0.44665522311562667,0.44682382837884693,3.9713473534227983,24.218215586488824,15.58459989665138,177.47266258643583,90.35100701370615,18.7919954515673,16.46006137327218,0.4367556790328304,0.4386513251873809,0.43251602828583613,3.961533772785018,23.36939325721415,15.549829885301063,498.019935970094,3.462979627799813,3.484729263708811,monthly,195.64643176419804,-0.0035855260175168824,0.7919109955227764,0.4459101733337641,180.38221389537395,0.7653386596238426,0.528228372839498,0.9312100364121947,-0.3644830148102912
Cauca,2026-05-09,2026-05-25,0.7886924633208885,0.4814832259144431,246.56980577203683,77.2557998404229,19.237825042639606,16.85985382914349,0.4438748808873436,0.4488586077291588,0.4474623465564852,3.950884538241548,24.065100901219243,15.727106848377794,276.1512195361977,80.50478777199963,18.798983736978286,16.598298078202127,0.4432539073725281,0.4464633514803757,0.44104094153206563,3.960168594048689,23.1766985288631,15.7630499571469,221.86871643389637,85.45258131477486,18.9222357189481,16.495689509721103,0.44270362662688845,0.44665522311562667,0.44682382837884693,3.9713473534227983,24.218215586488824,15.58459989665138,522.7210253082345,3.5144769173671824,3.462979627799813,monthly,169.31400593161393,-0.0021308144637537385,0.8118014872928075,0.4073993179014813,176.86005234755038,0.8055856232605801,0.4468711205633426,0.7971015927871943,-0.6038452208771035
Cauca,2026-05-25,2026-06-10,0.787480297998715,0.4978780619041855,267.95329136916047,68.82335711254285,18.947635763120005,16.696126650498847,0.4424929472567463,0.44566187306238036,0.4434880335781518,3.9666149707618157,23.80417450293076,15.908436252404714,246.56980577203683,77.2557998404229,19.237825042639606,16.85985382914349,0.4438748808873436,0.4488586077291588,0.4474623465564852,3.950884538241548,24.065100901219243,15.727106848377794,276.1512195361977,80.50478777199963,18.798983736978286,16.598298078202127,0.4432539073725281,0.4464633514803757,0.44104094153206563,3.960168594048689,23.1766985288631,15.7630499571469,514.5230971411972,3.5144769173671824,3.462979627799813,monthly,199.12993425661762,-0.0032070502654713007,0.7805464833949652,0.5031984821185232,176.46603776805324,0.7886924633208885,0.4814832259144431,0.6029878670694714,-0.7977503570459932
Cauca,2026-06-10,2026-06-26,0.7958312385443749,0.5037747905702561,240.71910715434208,78.46859885106132,18.76410438868293,16.22006858533841,0.4425866956697645,0.4462922381597128,0.4429260575973718,3.9798227446678176,24.03952793950797,15.179284175849007,267.95329136916047,68.82335711254285,18.947635763120005,16.696126650498847,0.4424929472567463,0.44566187306238036,0.4434880335781518,3.9666149707618157,23.80417450293076,15.908436252404714,246.56980577203683,77.2557998404229,19.237825042639606,16.85985382914349,0.4438748808873436,0.4488586077291588,0.4474623465564852,3.950884538241548,24.065100901219243,15.727106848377794,508.6723985235026,3.2373574163810908,3.5144769173671824,monthly,162.25050830328075,0.0001481941380258034,0.8061780737932678,0.4437042886916744,173.13293982532764,0.787480297998715,0.4978780619041855,0.36348161248290634,-0.9316013725767187
Cauca,2026-06-26,2026-07-12,0.7915436125605124,0.3948081070105954,256.55036636405606,79.64199667153497,19.214983857049198,16.294570726915985,0.43580704002801396,0.4401370145959048,0.4381163139712315,3.974873941209179,23.90055956608175,16.141901397571658,240.71910715434208,78.46859885106132,18.76410438868293,16.22006858533841,0.4425866956697645,0.4462922381597128,0.4429260575973718,3.9798227446678176,24.03952793950797,15.179284175849007,267.95329136916047,68.82335711254285,18.947635763120005,16.696126650498847,0.4424929472567463,0.44566187306238036,0.4434880335781518,3.9666149707618157,23.80417450293076,15.908436252404714,497.2694735183982,3.2373574163810908,3.5144769173671824,monthly,176.9083696925211,-0.0016485306589253401,0.806964004309276,0.4590202861732378,172.6087063005219,0.7958312385443749,0.5037747905702561,0.0966127018812031,-0.9953220513156602
Cauca,2026-07-12,2026-07-28,0.7794046297292224,0.4306605032228429,182.916112111775,84.93879870725213,18.82228123940922,15.963994105137083,0.4341737724038761,0.4368546452276716,0.43299969970915136,3.9605592569871906,23.641227619003512,15.360165878184423,256.55036636405606,79.64199667153497,19.214983857049198,16.294570726915985,0.43580704002801396,0.4401370145959048,0.4381163139712315,3.974873941209179,23.90055956608175,16.141901397571658,240.71910715434208,78.46859885106132,18.76410438868293,16.22006858533841,0.4425866956697645,0.4462922381597128,0.4429260575973718,3.9798227446678176,24.03952793950797,15.179284175849007,439.4664784758311,3.2182504709689925,3.2373574163810908,monthly,97.97731340452286,-9.278136977214357e-05,0.7686071972957128,0.4910021964365949,173.17009585069871,0.7915436125605124,0.3948081070105954,-0.17752914918703497,-0.984115542601034
Narino,2000-03-21,2000-04-06,0.8122883864006581,0.4718410046185743,299.50416018169176,78.94630967978391,19.19529091190158,17.27826754056345,0.43908842169138407,0.4419478869264216,0.44334769436746463,3.9584127493105665,23.28556112934504,16.377706586301013,228.5880644361718,87.01795674250656,19.473351426741097,17.555819954005727,0.4366912466594256,0.440113587650493,0.4399453991159083,3.9449619425082534,24.003274772829773,16.749589207900488,183.31856081165367,76.11320236902435,19.034239021713653,17.254231214424188,0.43966134797703965,0.4421277589033878,0.4396661508264067,3.931856259851253,22.97485343251572,16.104793924501436,528.0922246178636,3.460627913173419,,monthly,220.55785050190786,0.004423825065406506,,,,0.8143068603649309,0.4405255433935883,0.984305844499033,0.17647097349152166
Narino,2000-04-06,2000-04-22,0.8070018027280424,0.538601600294729,220.56262555463013,78.05421220525841,19.553304110913228,17.677292850723006,0.4399603826625411,0.4433225901072858,0.44198313485306795,3.9659936973730434,23.751420224845543,17.09183161628869,299.50416018169176,78.94630967978391,19.19529091190158,17.27826754056345,0.43908842169138407,0.4419478869264216,0.44334769436746463,3.9584127493105665,23.28556112934504,16.377706586301013,228.5880644361718,87.01795674250656,19.473351426741097,17.555819954005727,0.4366912466594256,0.440113587650493,0.4399453991159083,3.9449619425082534,24.003274772829773,16.749589207900488,520.0667857363219,3.574956988698572,3.460627913173419,monthly,142.50841334937172,0.002993123021627575,,,,0.8122883864006581,0.4718410046185743,0.9952176027737294,-0.09768276782171598
Narino,2000-04-22,2000-05-08,0.7600617961362053,0.5015491422494094,356.84006209346836,75.77291849434371,19.67104275996196,17.866989847313015,0.4403060698528084,0.4434269893444954,0.44058900676594437,3.918927703918968,23.971157087260497,17.208305514655308,220.56262555463013,78.05421220525841,19.553304110913228,17.677292850723006,0.4399603826625411,0.4433225901072858,0.44198313485306795,3.9659936973730434,23.751420224845543,17.09183161628869,299.50416018169176,78.94630967978391,19.19529091190158,17.27826754056345,0.43908842169138407,0.4419478869264216,0.44334769436746463,3.9584127493105665,23.28556112934504,16.377706586301013,577.4026876480984,3.574956988698572,3.460627913173419,monthly,281.0671435991246,0.0017505421938471266,,,,0.8070018027280424,0.538601600294729,0.9312100364121947,-0.3644830148102912
Narino,2000-05-08,2000-05-24,0.7766541804213738,0.4861858903331278,283.61633486433925,66.39170290201287,19.481583793704303,17.810504871404298,0.4427347672804577,0.4460808945517888,0.44035590837338057,3.866658758981104,23.253811826141,16.925955268587117,356.84006209346836,75.77291849434371,19.67104275996196,17.866989847313015,0.4403060698528084,0.4434269893444954,0.44058900676594437,3.918927703918968,23.971157087260497,17.208305514655308,220.56262555463013,78.05421220525841,19.553304110913228,17.677292850723006,0.4399603826625411,0.4433225901072858,0.44198313485306795,3.9659936973730434,23.751420224845543,17.09183161628869,640.4563969578076,3.6193327641520208,3.574956988698572,monthly,217.22463196232638,0.004958486192732758,,,,0.7600617961362053,0.5015491422494094,0.7971015927871943,-0.6038452208771035
